339, 300, 1268, 350, 1255, 610, 326, 560, 0.9092163443565369, 0, 0.9986779093742371
365, 563, 1216, 576, 1216, 646, 365, 633, 0.9005494117736816, 0, 0.9999998807907104
130, 72, 374, 85, 372, 141, 127, 127, 0.9321267008781433, 0, 0.9989190101623535
114, 168, 156, 171, 133, 522, 91, 519, 0.9608217477798462, 0, 0.9999769926071167
221, 1946, 2064, 1976, 2057, 2406, 215, 2376, 0.944516658782959, 0, 0.9999998807907104
746, 520, 1082, 540, 968, 2530, 632, 2510, 0.9040176272392273, 0, 0.8843541741371155
1066, 1926, 1330, 1926, 1330, 2093, 1066, 2093, 0.923649787902832, 0, 0.9360900521278381
570, 2610, 1033, 2583, 1040, 2713, 577, 2740, 0.9012237191200256, 0, 0.9021497368812561
96, 54, 2447, 44, 2447, 373, 96, 384, 0.899833619594574, 0, 0.9937865734100342
239, 530, 2208, 431, 2255, 1424, 286, 1523, 0.9961636066436768, 0, 0.9969741106033325
196, 996, 2241, 1105, 2178, 2332, 133, 2223, 0.5523765683174133, 0, 0.6398669481277466
1160, 1108, 1174, 1108, 1174, 1173, 1160, 1173, 0.0, 0, 0.532899022102356
1669, 1638, 1692, 1638, 1692, 1652, 1669, 1652, 0.10124602913856506, 0, 0.5465921759605408
468, 2172, 1949, 2247, 1935, 2529, 455, 2454, 0.9493662714958191, 0, 0.9999992847442627
0, 2563, 2447, 2539, 2447, 3263, 0, 3263, 0.25523099303245544, 1, 0.8188585638999939
538, 43, 619, 43, 619, 83, 538, 83, 0.9419599175453186, 0, 0.9582818746566772
120, 833, 1819, 1030, 1770, 1463, 71, 1266, 0.9426738023757935, 0, 0.9864245057106018
1630, 1019, 2380, 1063, 2360, 1440, 1610, 1396, 0.9940704107284546, 0, 0.968244194984436
1679, 1170, 1692, 1170, 1692, 1240, 1679, 1240, 0.0, 0, 0.5967164635658264
1731, 1183, 1744, 1183, 1744, 1200, 1731, 1200, 0.4551304280757904, 1, 0.5508220195770264
1744, 1193, 1764, 1193, 1764, 1210, 1744, 1210, 0.0, 1, 0.6392809152603149
