339, 300, 1268, 350, 1255, 610, 326, 560, 0.9092164635658264, 0, 0.9986779093742371
365, 563, 1216, 576, 1216, 646, 365, 633, 0.9005495309829712, 0, 0.9999998807907104
130, 72, 374, 85, 372, 141, 127, 127, 0.9321269989013672, 0, 0.9989190101623535
114, 168, 156, 171, 133, 522, 91, 519, 0.960821807384491, 0, 0.9999769926071167
1976, 793, 2096, 793, 2096, 1070, 1976, 1070, 0.10528227686882019, 1, 0.8176992535591125
802, 2240, 864, 2246, 860, 2270, 798, 2263, 0.6251541376113892, 1, 0.8277420997619629
175, 42, 497, 42, 497, 113, 175, 113, 0.9973642826080322, 0, 0.9997335076332092
138, 146, 151, 146, 151, 159, 138, 159, nan, 1, 0.556209146976471
522, 144, 541, 144, 541, 161, 522, 161, 0.06921388953924179, 0, 0.5752871036529541
610, 258, 637, 258, 637, 279, 610, 279, 0.049897100776433945, 1, 0.6536992192268372
45, 269, 55, 275, 50, 283, 40, 276, nan, 1, 0.663760781288147
183, 582, 199, 582, 199, 596, 183, 596, 0.14952300488948822, 1, 0.893185019493103
864, 934, 1576, 928, 1576, 999, 864, 1006, 0.9562074542045593, 0, 1.0
858, 1016, 1549, 1009, 1549, 1077, 858, 1084, 0.9555811882019043, 0, 1.0
858, 1210, 1167, 1210, 1167, 1295, 858, 1295, 0.8990745544433594, 0, 1.0
1433, 1207, 1573, 1193, 1583, 1285, 1440, 1298, 0.8685834407806396, 0, 0.9987554550170898
1556, 1220, 1623, 1210, 1643, 1336, 1576, 1346, 0.33390337228775024, 1, 0.5596246123313904
858, 1309, 1386, 1309, 1386, 1366, 858, 1366, 0.9432343244552612, 0, 1.0
854, 1478, 1104, 1478, 1104, 1563, 854, 1563, 0.997417151927948, 0, 1.0
1436, 1472, 1596, 1472, 1596, 1560, 1436, 1560, 0.7925235629081726, 0, 0.9999847412109375
1566, 1485, 1629, 1485, 1629, 1611, 1566, 1611, 0.2832818329334259, 0, 0.8011808395385742
854, 1570, 1160, 1570, 1160, 1628, 854, 1628, 0.9020199179649353, 0, 1.0
874, 1791, 1373, 1791, 1373, 1863, 874, 1863, 0.9283005595207214, 0, 1.0
1483, 1788, 1649, 1788, 1649, 1866, 1483, 1866, 0.8193061351776123, 0, 0.9999955892562866
861, 1880, 1257, 1886, 1257, 1948, 861, 1941, 0.9464083909988403, 0, 1.0
1712, 1934, 1835, 1934, 1835, 1971, 1712, 1971, 0.9948791265487671, 0, 1.0
1739, 1978, 1809, 1978, 1809, 2026, 1739, 2026, nan, 1, 0.5842927694320679
1147, 2036, 1543, 2029, 1543, 2111, 1147, 2118, 0.9854522943496704, 0, 1.0
871, 2057, 1014, 2057, 1014, 2237, 871, 2237, 0.980074405670166, 0, 0.9951594471931458
1061, 2063, 1100, 2063, 1100, 2114, 1061, 2114, 0.9039714336395264, 0, 0.8098644018173218
