348, 310, 1258, 346, 1248, 593, 339, 556, 0.8319856524467468, 0, 0.9975022673606873
358, 563, 1216, 576, 1216, 646, 358, 633, 0.9585395455360413, 0, 1.0
132, 72, 426, 90, 423, 146, 129, 127, 0.8381947875022888, 0, 0.9998518228530884
111, 204, 151, 208, 130, 524, 91, 521, 0.9696417450904846, 0, 0.9992501139640808
254, 1973, 2038, 2013, 2028, 2386, 244, 2346, 0.8525068163871765, 0, 1.0
763, 536, 1076, 556, 955, 2523, 642, 2503, 0.8057244420051575, 0, 0.8887892365455627
1017, 1926, 1330, 1926, 1330, 2093, 1017, 2093, 0.6524739861488342, 0, 0.9490952491760254
1066, 2150, 1245, 2150, 1245, 2183, 1066, 2183, 0.21570095419883728, 0, 0.8773614168167114
586, 2596, 1027, 2583, 1030, 2736, 590, 2750, 0.8085994720458984, 0, 0.7615543603897095
688, 2750, 880, 2716, 906, 2870, 714, 2903, 0.24237774312496185, 0, 0.6794089674949646
1061, 101, 1663, 101, 1663, 272, 1061, 272, 0.9033228158950806, 0, 0.6674400568008423
1776, 95, 2438, 170, 2418, 350, 1756, 275, 0.9672595858573914, 0, 0.9937072396278381
123, 180, 951, 95, 971, 268, 143, 353, 0.9785627126693726, 1, 0.8329659700393677
83, 210, 2421, 295, 2344, 2441, 6, 2356, 0.0, 0, 0.6452362537384033
462, 2172, 1949, 2254, 1935, 2536, 449, 2454, 0.9902816414833069, 0, 0.9999990463256836
139, 2631, 1569, 3070, 1443, 3263, 13, 3063, 0.4217878580093384, 0, 0.9774777889251709
1606, 3083, 2251, 2781, 2354, 3008, 1709, 3263, 0.8028302788734436, 0, 0.9999990463256836
1323, 3172, 1347, 3172, 1347, 3185, 1323, 3185, 0.050298407673835754, 0, 0.635284423828125
1340, 3172, 1373, 3172, 1373, 3185, 1340, 3185, 0.0295083187520504, 1, 0.501396656036377
133, 889, 1767, 1053, 1731, 1426, 97, 1263, 0.9976797699928284, 0, 0.997272789478302
1601, 1060, 2399, 1086, 2390, 1440, 1591, 1413, 0.5426320433616638, 0, 0.8914936184883118
1653, 1170, 1666, 1170, 1666, 1226, 1653, 1226, 0.13968832790851593, 1, 0.7213510274887085
590, 1336, 1222, 1376, 1200, 1733, 567, 1693, 0.9952079653739929, 1, 0.5636755228042603
1222, 1549, 1558, 1569, 1548, 1726, 1213, 1706, 0.9989067316055298, 0, 0.9999998807907104
272, 84, 608, 78, 609, 173, 273, 178, 0.4741628170013428, 0, 0.7265112400054932
647, 1188, 804, 1190, 804, 1233, 647, 1230, 0.9986451268196106, 0, 0.9963579773902893
693, 1229, 761, 1229, 761, 1250, 693, 1250, 0.1847328543663025, 0, 0.8632078170776367
73, 242, 200, 242, 200, 359, 73, 359, 0.18981575965881348, 0, 0.8426166772842407
261, 238, 702, 238, 702, 340, 261, 340, 0.8068594336509705, 0, 0.9947800636291504
270, 348, 700, 344, 700, 372, 270, 376, 0.8146045804023743, 1, 0.5244494676589966
522, 637, 1514, 660, 1507, 1007, 515, 984, 0.8800551295280457, 0, 0.9996777772903442
502, 1055, 1512, 1055, 1512, 1257, 502, 1257, 0.9733372926712036, 0, 1.0
635, 1445, 1779, 1492, 1776, 1574, 631, 1526, 0.9611775875091553, 0, 0.9559065699577332
1470, 3195, 1490, 3195, 1490, 3209, 1470, 3209, 0.025673823431134224, 0, 0.7269620299339294
635, 946, 1216, 969, 1213, 1036, 632, 1013, 0.8605120778083801, 0, 0.9999876022338867
1193, 969, 1366, 969, 1366, 1040, 1193, 1040, 0.5999343991279602, 0, 0.8743166327476501
1451, 1120, 1532, 1123, 1519, 1536, 1438, 1533, 0.9929941296577454, 0, 1.0
17, 1320, 1128, 1353, 1122, 1573, 10, 1539, 0.9711052775382996, 0, 0.9982693195343018
1754, 1373, 2900, 1396, 2896, 1603, 1750, 1579, 0.9989833235740662, 0, 0.9999954700469971
40, 1596, 1101, 1609, 1101, 1769, 40, 1756, 0.9536413550376892, 0, 0.9999998807907104
1764, 1643, 2974, 1663, 2971, 1809, 1761, 1789, 0.9508591294288635, 0, 1.0
0, 2132, 234, 2132, 234, 2331, 0, 2331, 0.9501578211784363, 0, 0.6995962858200073
1337, 1349, 1559, 1360, 1523, 2138, 1300, 2128, 0.9630834460258484, 0, 0.9999977350234985
1084, 1570, 1250, 1574, 1243, 2108, 1077, 2104, 0.9995261430740356, 0, 0.9999257326126099
285, 1210, 2978, 1263, 2968, 1726, 275, 1673, 0.9616106152534485, 0, 1.0
756, 75, 1061, 81, 1058, 187, 753, 181, 0.8340060114860535, 0, 0.9999998807907104
672, 223, 1142, 223, 1142, 298, 672, 298, 0.9005681872367859, 0, 0.9999998807907104
772, 324, 1064, 324, 1064, 391, 772, 391, 0.9237754344940186, 0, 1.0
694, 405, 1134, 399, 1134, 474, 694, 480, 0.9414781332015991, 0, 1.0
775, 533, 977, 516, 982, 567, 781, 583, 0.9973562359809875, 0, 1.0
1008, 592, 1111, 592, 1111, 1472, 1008, 1472, 0.9326432943344116, 0, 0.9998419284820557
725, 634, 960, 642, 935, 1492, 700, 1483, 0.9213926196098328, 0, 0.7472994923591614
18, 11, 321, 9, 321, 48, 18, 50, 0.7101044654846191, 0, 0.9999896287918091
554, 11, 694, 11, 694, 52, 554, 52, 0.9519762396812439, 0, 0.9987360835075378
965, 16, 1157, 16, 1157, 48, 965, 48, 0.6231327652931213, 0, 0.9999995231628418
1166, 27, 1182, 27, 1182, 36, 1166, 36, 0.0852627232670784, 0, 0.6688253283500671
525, 82, 714, 82, 714, 131, 525, 131, 0.9871711134910583, 0, 1.0
